author,title,date,content,url,source,year_hint,date_parsed,date_filled,url_norm
,2015人民微博影响力榜单发布 五大榜单出炉,2015年12月31日16:18,人民 网 12 月 31 日 电 又是 岁 末年 初 ， 回想 走过 的 这 一 年 ， 人民 微博 平台 上 有 政务 微博 倾听 回应 百姓 诉求 ， 被 广大 网友 点赞 ； 有 企业 账号 积极 释疑 答问 ， 勇担 社会 责任 ； 有 个人 大V 激扬 文字 、 书写 心 声… … 坚实 足迹 ， 汇聚 共识 ， 人民 微博 推出 2015 年度 十 大 最 具 影响 力 政务 微博 、 十 大 最具 影响 力 个人 微博 、十 大 知名 企业 微博 、 十 大 最具 成长 力 政务 微博 、 十 大 最 具亲 和 力 政务 微博 榜 单 ！ 人民 微博 期待 与 更多 微博 用户 共同 努力 ， 为 社会 建言 献策 ， 为 改革 强国 助力 ， 为 百姓 传达 心声 ， 传递 具有 永 动力 的 正 能量 。 截止 2015 年 12 月 31 日 ， 在 人民 微博 平台 上 ， 用户 数 增长 至 3500万 ， 中央 和 国家 部委账 号 达到 40余 个 ， 副 部级 以上 个人 和 机构 账号 达到 200余 个 ， 有 上 百 家 知名 企业 微博 。 他们 对 社会 热点 事件 的 权威 播报 和 独家 点评 ， 成 为 人民 微博 最 突出 的 特点 之 一 。 2015 人民 微博 影响 力 榜 单 ： http://t.people.com.cn/microblog-v3/2015subject/1223_zwwbbg2015/index.html,http://www.people.com.cn/n1/2015/1231/c347079-28001285.html,2015,2015,,2015-01-01 00:00:00,http://www.people.com.cn/n1/2015/1231/c347079-28001285.html
,2015人民微博影響力榜單發布 五大榜單出爐,2015年12月31日16:18,人民 網 12 月 31 日 電 又是 歲 末年 初 ， 回想 走過 的 這 一 年 ， 人民 微博 平台 上 有 政務 微博 傾 聽 回 應 百姓 訴求 ， 被 廣 大 網友 點 贊 ﹔ 有 企業 賬 號 積 極 釋 疑 答 問 ， 勇擔 社 會 責 任 ﹔ 有 個 人 大 V 激 揚 文字 、 書 寫 心 聲 ……堅實 足跡 ， 匯 聚 共識 ， 人民 微博 推出 2015 年度 十 大 最 具 影響 力 政務 微博 、 十 大 最 具 影響 力 個 人 微博 、十 大 知名 企業 微博 、 十 大 最 具成 長 力 政務 微博 、 十 大 最 具親 和 力政 務 微博 榜 單 ！ 人民 微博 期待 與 更多 微博 用 戶 共同 努力 ， 為 社會 建言 獻策 ， 為 改革 強 國 助力 ， 為 百姓 傳 達 心聲 ， 傳 遞 具有 永動 力 的 正 能量 。 截止 2015 年 12 月 31 日 ， 在 人民 微博 平台 上 ， 用 戶 數 增長 至 3500 萬 ， 中央 和 國家 部 委賬 號 達 到 40余 個 ， 副 部級 以上 個 人 和 機構 賬 號 達 到 200余 個 ， 有 上 百 家 知名 企業 微博 。 他 們 對 社會 熱 點 事件 的 權威 播報 和 獨家 點評 ， 成 為 人民 微博 最 突出 的 特點 之 一 。 2015 人民 微博 影響 力 榜 單 ： http://t.people.com.cn/microblog-v3/2015subject/1223_zwwbbg2015/index.html,http://www.people.com.cn/BIG5/n1/2015/1231/c347079-28001285.html,2015,2015,,2015-01-01 00:00:00,http://www.people.com.cn/big5/n1/2015/1231/c347079-28001285.html
,2015优秀网络视听作品推选  人民网获两项大奖,2015年12月14日16:12,近日 ， 在 “ 2015 优秀 网络 视听 作品 推选 活动 ” 中 ， 人民 网 品牌 栏目 《 十分 感动 》 获得 全国 十佳 视频 作品 栏目 奖 ， 并 获得 网络 视频 节目 内容 建设 扶持 资金 ； 《 私信 1937 》 获得 网络 视频 创新 节目 二 等 奖 。 “ 优秀 网络 视听 作品 推选 活动 ” 是 国家 新闻 出版 广电 总局 指导 下 ， 由 中国 网络 视听 节目 服务 协会 打造 的 网络 视听 领域 权威 的 国家 级 、 综合 性 网络 影视 作品 和 网络 原创 节目 的 推荐 评奖 活动 。 参赛 单位 包括 国家 重点 新闻 网站 、 门户 网站 、 专业 视频 网站 ， 以及 其他 视频 制作 单位 。 《 十分 感动 》 创立 于 2012 年 7 月 ， 截至 目前 已 发布 400余 期 ， 以 传播 正 能量 和 主流 价值 观 为 宗旨 ， 以 专业 品质 和 网络 特色 为 依托 ， 已 多 次 获得 国家 级 奖项 和 荣誉 ， 成 为 国内 网络 视频 栏目 的 一 抹 亮色 。 《 私信 1937 》 是 人民 电视 在 2014 年 国家 首个 公祭 日期 间 推出 的 反映 南京 大 屠杀 主题 的 系列 专题 片 ， 构思 精巧 ， 制作 精良 ， 充分 反映 人民 电视 的 制作 实力 和 水准 。,http://www.people.com.cn/n1/2015/1214/c393876-27927336.html,2015,2015,,2015-01-01 00:00:00,http://www.people.com.cn/n1/2015/1214/c393876-27927336.html
,“中國大學生保險責任行”社會實踐活動圓滿結束 30團隊獲獎,2015年11月12日09:32,點擊 圖片 進 入活 動 專 題 人民 網 北京 11 月 12 日 電 （ 姚治國 ） 近日 ， 由 共 青 團 中央 學校 部 指導 ， 中 國 保險 行業 協 會 和 人民 網 舉 辦 的 “ 中國 大 學 生 保險 責 任行 ” 暑期 社 會 實 踐 專 項 活 動 已 圓 滿 結束 ， 中山 大 學 公管 系 學 生 會 社會 實 踐 隊 等 30 支 團 隊 分 別 獲 評 金 獎 及 銀 獎 （ 具 體 名 單 附 后 ） 。 本次 活動 從 全國 27個 省 市 100多 所 高校 選 拔出 100 支入 圍 團 隊 ， 在 暑期 分 別 以 支教 、 環保 、 醫 療 、 調研 等 形式 服務 鄉 村 ， 提高 當地 居民 安全 意識 ， 提升 社會 對 安全 教育 問題 的 關注 ， 同 時 開展 調研 ， 了解 基層 保險 保障 相關 情況 。 各 團 隊 實 踐期 間 在 人民 網強 國 社 區 活動 專 區 實 時 播 報 實 踐 進程 ， 發 回稿 件 數 千 篇 。 大 學 生 們 積 極 走入 社會 、 服務 基層 的 實 際 行動 贏得 50 萬 網友 為 他 們 “ 點 贊 ” 。 附 ： 中 國 大 學 生 保險 責 任行 暑期 社 會 實 踐 專 項 活 動 獲 獎 名 單 金 獎 團 隊 ： 中山 大學 公管 系學 生 會 社會 實 踐 隊 大 連 海事 大學 走進鄉 村 的 藍 精靈 們 閩 江學院 閩語 13 保險 團 隊 南京 審 計 學院 益暖sweet rainbow 團 隊 吉林 農 業 大學 吉農 農 業 保險 宣講 調 研團 江西 財 經 大 學 旅 城 “ 安蜂 ” 志 願 服務 隊 中南 民族 大學 實況小組志 願 服務 隊 廣 西 師 范 大學 予 萌 團 隊 西北 農 林 科技 大學 保險 下 鄉 志 願 隊 石 河子 大 學 天 山下 瑪 河畔 實 踐 團 銀 獎 團 隊 ： 中國 地 質 大學 （ 北京 ） 紅燭團隊 東 華大學 上海 市 空氣 淨化 器 使用 調 研 及 優化 設 計 團 隊 中 國 農 業大學 峰雲 社 人文 科 考 隊 內 蒙古 醫 科大 學 暑期 “ 三 下 鄉 ” 社 團 實 踐 團 隊 吉林 大 學 “ 平安 筑 夢 ” 隊 蘇 州 大學 “ 白羽 之 戀 ” 大 天 鵝 保護 調 研實 踐 團 江 蘇 大學 保險 責 任 團 南通 大學 杏林 之星 學 生 黨 員 科普 服 務 隊 安徽 理工 大學 扶苗 助 長 愛心 幫 扶團 西北 師 范 大學 微行 實 踐 團 安徽 大學 敬老 愛 老 團 隊 中 國 石油 大學 （ 華東 ） 溫暖 隨 行 隊 鄭 州 大學 少年 “ 鄭 ” 青春 華 中 科技 大學 同濟 醫 學院 健康 護 衛 隊 武漢 工程 大學 守望 童心 團 隊 電子 科技 大學 愛之翼 西部 公益 教育 團 隊 四川 農 業大學 尋陌團 隊 雲 南 財 經 大學 “ 共青 春 ” 減 災 防災 服務 隊 陝 西 科技 大學 2015 探夢 者 隊 北京 林 業 大學 岳蹊 隊,http://www.people.com.cn/BIG5/n/2015/1112/c347407-27807339.html,2015,2015,,2015-01-01 00:00:00,http://www.people.com.cn/big5/n/2015/1112/c347407-27807339.html
,中国城市经济学会2015年年会在京召开,2015年11月08日12:46,人民 网 北京 11 月 7 日 电 （ 记者 潘跃 ） 由 中国 城市 经济 学 会 主办 ， 中国 社会 科学 院 城市 发展 与 环境 研究 所 协办 的 中国 城市 经济 学 会 2015 年 年会 暨 “ 中国 城市 群 发展 的 战略 选择 ” 研讨 会 今天 在 北京 召开 。 开幕 式 上 ， 中国 城市 经济 学 会 会长 晋 保平 、 中国 社会 科学 院 城市 发展 与 环境 研究 所 党委 书记 李 春华 分别 致辞 。 当今 世界 ， 城市 群 在 国家 经济 社会 发展 中 具有 核心 与 支配 地位 。 尽管 目前 我国 城市 群 已经 为数 不少 ， 但 与 世界 上 著名 的 城市 群 相比 ， 还 存在 不少 问题 ， 面临 诸多 挑战 。 中国 城市 经济 学 会 副 会长 、 上海 社会 科学 院 院长 王战 从 顶层 设计 的 角度 深入 剖析 新加坡 的 城市 化 模式 ， 并 总结 了 可 供 中国 新型 城镇 化 发展 借鉴 的 启示 。 中国 城市 经济 学 会 副 会长 、 中国 社会 科学 院 城市 发展 与 环境 研究 所 所长 潘 家华 指出 ： 推进 新型 城镇 化 建设 需要 将 公共 资源 进行 优化 配置 ， 通过 “ 新 三 线 建设 ” 实现 城镇 化 的 均衡 发展 ， 也 就是 由 政府 掌控 的 优质 公共 资源 应 由 东部 向 中西 部 转移 ， 由 一 二 线 城市 向 三 四 线 城市 转移 ， 由 特大 城市 、 大 城市 向 中 、 小 城镇 转移 。 针对 城市 水 安全 问题 ， 武汉 大学 水 安全 研究 院 院长 、 中国 科学 院 陆地 水 循环 及 地表 过程 重点 实验 室 主任 、 水 资源 与 水电 工程 国家 重点 实验 室 主任 夏 军 在 介绍 城市 水 安全 现状 的 基础 上 ， 详细 探讨 了 中国 城市 水 安全 问题 产生 的 根本 原因 、 面临 的 严峻 形式 与 发展 态势 ， 提出 了 保障 中国 城市 水 安全 的 对策 与 建议 。 在 经济 全球 化 的 背景 下 ， 城市 群 的 形成 壮大 与 社会 经济 发展 密切 相关 。 特别 是 在 当今 的 网络 社会 和 信息 化 时代 ， 城市 群 在 一 个 国家 现代 化 发展 过程 中 ， 其 重大 的 历史 地位 与 作用 越来越 明显 。 中国 城市 科学 研究 会 秘书 长 李 迅 就 城市 群 发展 战略 与 京津 冀协同 发展 提出 了 自己 的 创新 性 思考 。 中国 科学 院 城市 地理 与 城市 发展 研究 所 主任 、 区域 与 城市 规划 设计 研究 中心 执行 主任 方创 琳 从 城市 群 内涵 、 城市 群 建设 的 重要 意义 和 具体 方案 、 存在 问题 及 相 应对 策 几 个 方面 展开 论述 ， 认为 全球 城市 群 发展 正式 进入 了 中国 时代 。,http://www.people.com.cn/n/2015/1108/c32306-27790337.html,2015,2015,,2015-01-01 00:00:00,http://www.people.com.cn/n/2015/1108/c32306-27790337.html
,中国新闻网站传播力榜发布 人民网位居央网首位,2015年07月15日14:59,近日 ， 中央 网 信办 《 网络 传播 》 杂志 推出 2015 年 6 月 “ 中国 新闻 网站 传播 力 榜 ” ， 人民 网 排名 位居 14 家 中央 重点 新闻 网站 首位 。 新华 网 、 中国 网络 电视 台 分列 第二 、 第三 名 。 本次 发布 的 排行 榜 是 《 网络 传播 》 杂志 正式 推出 的 “ 中国 新闻 网站 传播 力 榜 ” 的 第一 期 ， 旨 在 客观 反映 国家 网 信办 许可 和 确定 的 250 家 互联 网 新闻 信息 服务 单位 每月 的 网络 传播 效果 。 “ 中国 新闻 网站 传播 力 榜 ” 由 三 级 指标 构成 ： 一 级 指标 为 PC 端 和 移动 端 ； 二 级 指标 为 微信 和 微博 ； 三 级 指标 是 月度 IP 量 、 月度 PV 量 、 每百万 人 访问 人数 、 每 百万 被 访问 网页数 、 访问 者 浏览 页 面数 、 微 信 文章 数 、 微 信 阅读 数 、 微 信点 赞数 、 微博 文章 数 、 微博 转发 数 、 微博 评论 数 共 11 项 ， 同时 根据 专家 意见 确定 指标 权 重占 比 并 计算 排名 。 除 微信 文章 数外 ， 人民 网 在 其他 所有 指标 的 排名 中 ， 均 为 第一 。,http://www.people.com.cn/n/2015/0730/c393876-27384761.html,2015,2015,,2015-01-01 00:00:00,http://www.people.com.cn/n/2015/0730/c393876-27384761.html
,人民在线获“王选新闻科学技术奖”,2015年11月10日14:38,10 月 28 日 ， 中国 新闻 技术 工作 者 联合 会 第六 届 二 次 会议 、 2015 年 学术 年会 暨 《 王选 新闻 科学 技术 奖 》 和 优秀 论文 奖 颁奖 大会 召开 。 人民 在 线 凭借 “ 大 数据 时代 下 人民 在 线 网络 舆情 信息 服务 系统 研发 及 推广 ” 项目 ， 获得 “ 王选 新闻 科学 技术 奖 ” 二 等 奖 。 “ 王选 新闻 科学 技术 奖 ” 以 我国 著名 科学 家 、 方正 技术 决策 者 、 奠基 人 王选 教授 命名 ， 是 目前 我国 媒体 行业 唯一 经国 家 批准 的 跨 媒体 的 科学 技术 奖项 ， 被 业界 誉 为 中国 传媒 科技 界 最高 奖项 。 该 奖项 自 2005 年 开设 以来 ， 至 今 已 成功 举办 了 七 届 ， 它 的 设立 激励 了 传媒 科技 创新 、 鼓励 了 领先 技术 在 行业 内 的 推广 和 应用 ， 同时 也 为 传媒 业 背后 的 科技 工作 者 提供 了 一 个 展示 的 舞台 。 随 着 移动 互联 网 的 发展 ， 人民 在 线 积极 顺应 行业 发展 趋势 ， 勇 于 开拓 和 创新 。 2015 年 ， 公司 确立 “ 舆情 + ” 的 发展 思路 ： “ 以 舆情 业务 为 核心 ， 以 创新 为 动力 ， 以 人才 为 保障 ， 以 技术 为 支撑 ， 向 互联 网及 其 信息 服务 领域 延伸 ” ， 从 传统 的 舆情 业务 发展 到 以 大 数据 为 基础 的 咨询 业务 ， 全面 向 “ 智库 ” 公司 转型 。 人民 在 线 “ 大 数据 时代 下 人民 在 线 网络 舆情 信息 服务 系统 研发 及 推广 ” 项目 ， 包含 了 大 数据 应用 中 的 分布 式 采集 、 大 数据 存储 、 智能 语义 分析 、 搜索 引擎 集 群 、 可 视化 等 多 项 技术 ， 能 从 当今 繁杂 的 海量 数据 中 及时 抽取 出 直观 、 全面 的 舆情 信息 并 提供 服务 。 人民 在 线 在 延续 舆情 业务 发展 的 同时 ， 目前 已 陆续 推出 了 “ 融 媒体 传播 系统 ” “ 媒体 聚合 发布 平台 ” 等 技术 产品 ， “ 舆情 风险 评估 体系 ” 、 “ 舆情 声誉 管理 体系 ” 等 咨询 产品 ， 并 承接 了 多 个 基 于 大 数据 为 基础 的 项目 和 课题 。 此次 荣获 “ 王选 新闻 科学 技术 奖 ” ， 也是 公司 在 大 数据 应用 方面 的 一 个 里程 碑 。,http://www.people.com.cn/n/2015/1110/c393876-27799192.html,2015,2015,,2015-01-01 00:00:00,http://www.people.com.cn/n/2015/1110/c393876-27799192.html
,人民网“学习路上”获第二十五届中国新闻奖一等奖,2015年12月14日16:21,近日 ， 由 中华 全国 新闻 工作 者 协会 主办 的 第二十五 届 中国 新闻 奖 评选 揭晓 。 人民 网 ・ 中国 共产 党 新闻 网 “ 学习 路上 ” 栏目 荣获 网络 专题 类 一等 奖 。 这 是 人民 网 第十一 次 获得 中国 新闻 奖 一等 奖 。 2014 年 年初 ， 人民 网 共产 党 新闻 部 以 学习 宣传 习 近平 总 书记 系列 重要 讲话 精神 为 工作 重心 ， 组织 专门 力量 成立 “ 学习 路上 ” 工作 室 ， 集中 策划 、 主推 原创 、 形成 系列 ， 并 充分 运用 网言 网语 和 图表 、 音 视频 等 多 媒体 手段 ， 使 领导 人 报道 更加 接 地气 ， 更加 适合 网络 和 移动 新 媒体 传播 。 2014 年 9 月 底 ， 《 学习 路上 ― ― 习 近平 总 书记 系列 重要 讲话 大型 网络 数据 库 》 专题 正式 推出 ， 为 广大 网友 提供 新闻 发布 、 信息 检索 、 动态 交互 、 资料 分享 、 手机 阅读 等 多 重 功能 。 截至 目前 ， 专题 共 收录 图 文 和 多 媒体 学习 资料 8万余 篇 ( 幅 ) ， 其中 包括 十八大 以来 习 近平 总 书记 系列 重要 讲话 近 200 篇 ， 并 持续 更新 ， 便 于 网友 查阅 。 “ 学习 路上 ” 还 充分 结合 热点 ， 及时 推出 了 多 篇 （ 组 ） 原创 。 “ 跟习 近平 学 领导 艺术 ” 系列 、 习 近平 “ 治国 理政 观 ” 系列 、 解析 “ 习 近平 执政 风格 ” 系列 、 习 近平 的 “ 范儿 ” 系列 、 习 近平 “ 反腐 大白 话 ” 系列 等 原 创稿 件 受到 了 网友 、 媒体 的 广泛 关注 ， 《 习 近平 报道 日 历 》 、 《 习 近平 的 两 会 时间 》 、 《 习 近平 引用 的 古典 名句 》 等 一 系列 数据 化 、 可 视化 作品 也 得到 了 网友 欢迎 。 一 年 来 ， “ 学习 路上 ” 已 成 为 互联 网上 传播 习 近平 总 书记 系列 重要 讲话 精神 的 重要 平台 ， 成 为 人民 网 的 知名 品牌 栏目 。,http://www.people.com.cn/n1/2015/1214/c393876-27927386.html,2015,2015,,2015-01-01 00:00:00,http://www.people.com.cn/n1/2015/1214/c393876-27927386.html
,人民网两作品获“2014年最具影响力经济新闻报道奖”,2015年07月27日17:12,作 为 中央 主管 部门 批准 的 评 比 表彰 保留 项目 和 新闻 界 仅 有的 经济 新闻 奖项 ， 由 中国 经济 报刊 协会 主办 的 “ 第二 十七 届 中国 经济 新闻 大赛 ” 评选 结果 7 月 26 日 在 京 揭晓 。 人民 网 报送 的 《 41 位 退休 高官 任 市值 100 强 上市 公司 独立 董事 》 和 《 降息 不是 改革 的 对立 面 》 获得 “ 2014 年 最具 影响 力 经济 新闻 报道 奖 ” 。 据 了解 ， 该 奖项 共 入围 126 个 作品 ， 经过 两 轮 评选 ， 最终 只 有 7 篇 作品 获奖 ， 人民 网 是 唯一 获得 此 殊荣 的 网媒 。 评委 会 给予 人民 网 作品 的 评语 是 ： “ 文章 观点 明确 ， 有力 度 ， 记者 目 光 敏锐 ， 材料 扎实 ， 影响 很大 ” 。 央视 评论 员 杨 禹 作 为 点评 嘉宾 评价 人民 网 财经 报道 ： “ 他们 发现 了 经济 现象 背后 最 深刻 的 东西 ， 是 大家 好好 学习 的 范本 ” 。 中国 记协 党 组 书记 翟 惠生 、 中国 经济 报刊 协会 会长 莫新元 、 人民 日报 原 副 总 编辑 、 中国 经济 报刊 协会 名誉 会长 张 虎生 、 人民 日报 经 社部 主任 皮 树义 、 中 宣部 阅评 组 领导 等 参会 。 一起 获奖 的 还 有 人民 日报 的 《 新 常态 平常 心 》 系列 报道 等 。,http://www.people.com.cn/n/2015/0730/c393876-27384931.html,2015,2015,,2015-01-01 00:00:00,http://www.people.com.cn/n/2015/0730/c393876-27384931.html
,人民网两名驻俄记者获国际青年记者大赛奖项,2015年12月14日17:10,近日 ， 人民 网 俄罗斯 代表 处 记者 屈 海齐 和 华迪 成 为 “ 上合 组织 开辟 新 边界 ” 国际 青年 记者 大赛 中国 获奖 者 。 该 大赛 由 上海 合作 组织 信息 分析 网站 Infoshos 倡议 发起 ， 由 俄罗斯 外交 部 、 上海 合作 组织 实业 家 委员 会 及 青年 委员 会 支持 ， 共 有 近 100 名 来 自 上合 成员 国 、 观察 员 及 对话 伙伴 国 的 青年 记者 们 参加 了 本次 大赛 。 经过 4 个 半 月 竞赛 作品 的 搜集 与 评比 ， 莫斯科 当地 时间 6 月 30 日 大赛 结果 出炉 。 来 自 中国 、 俄罗斯 、 哈萨克斯坦 、 吉尔吉斯斯坦 、 塔吉克斯坦 、 乌兹别克斯坦 、 伊朗 、 阿富汗 、 巴基斯坦 、 印度 、 白 俄罗斯 和 土耳其 共 12 个 国家 的 15 名 优秀 新闻 工作 者 在 决赛 中 胜出 。 人民 网 记者 凭借 视频 专访 “ 扎哈罗夫 ： 上合 是 个 开放 的 组织 ” 和 “ 走近 最后 一 名 苏联 元帅 、 前 苏联 国防 部 长 亚佐夫 ：愿 人民 头 顶上 永远 是 和平 的 天空 ” 两 部 作品 成 为 仅 有 的 中国 获奖 记者 。,http://www.people.com.cn/n1/2015/1214/c393876-27927576.html,2015,2015,,2015-01-01 00:00:00,http://www.people.com.cn/n1/2015/1214/c393876-27927576.html
